book_id,user_id,rating,id,isbn,authors,original_publication_year,original_title,average_rating,ratings_count,image_url
5552,1303,5,7594,691024170,Richard Feynman,1985,Qed: The Strange Theory Of Light And Matter,4.23,10438,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5553,27,3,7517,465023924,Richard Feynman,1962,Six Easy Pieces: Essentials Of Physics Explained By Its Most Brilliant Teacher,4.19,11867,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5559,575,4,8454,5559608475,"Jack Welch, John A. Byrne, Mike Barnicle",2001,Jack: Straight From The Gut,3.79,9781,https://images.gr-assets.com/books/1297699934m/5559.jpg
5571,115,3,9624,865475873,"William McDonough, Michael Braungart",2002,Cradle To Cradle: Remaking The Way We Make Things,4.1,7625,https://images.gr-assets.com/books/1417605547m/5571.jpg
5575,22,3,4095,446609404,James Patterson,1980,Virgin,3.87,25426,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5659,459,3,826,143039091,"Kenneth Grahame, Gillian Avery",1908,The Wind In The Willows,3.98,124612,https://images.gr-assets.com/books/1423183570m/5659.jpg
5693,60,3,4284,553381008,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1900,Рассказы И Повести,4.36,23027,https://images.gr-assets.com/books/1491936310m/5693.jpg
5695,289,5,4104,679734511,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1872,Бесы,4.26,20615,https://images.gr-assets.com/books/1386958613m/5695.jpg
5697,424,2,9123,140003292X,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1896,The Complete Short Novels,4.47,9424,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5720,991,5,2673,425170349,Tom Clancy,1998,Rainbow Six,4.07,35278,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5752,291,3,5537,142003344,Steven Pinker,2002,The Blank Slate: The Modern Denial Of Human Nature,4.07,15647,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5755,451,3,6620,60958332,Steven Pinker,1994,The Language Instinct: How The Mind Creates Language,4.05,12870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5759,2066,3,196,393327345,Chuck Palahniuk,1996,Fight Club,4.2,365349,https://images.gr-assets.com/books/1357128997m/5759.jpg
5787,101,4,4441,142437883,"Jorge Luis Borges, Andrew Hurley",1947,El Aleph,4.39,16590,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5797,1354,3,1073,141439831,"William Makepeace Thackeray, John Carey",1847,Vanity Fair: A Novel Without A Hero,3.76,91323,https://images.gr-assets.com/books/1344386439m/5797.jpg
5805,113,4,365,1401207928,"Alan Moore, David   Lloyd",1990,V For Vendetta,4.25,210682,https://images.gr-assets.com/books/1343668985m/5805.jpg
5809,235,3,6154,2020418770,Thomas Pynchon,1963,V.,3.97,13485,https://images.gr-assets.com/books/1328110787m/5809.jpg
5826,251,5,407,60838728,Ann Patchett,2001,Bel Canto,3.92,192330,https://images.gr-assets.com/books/1352997328m/5826.jpg
5845,1463,4,8361,330487140,V.S. Naipaul,1979,A Bend In The River,3.77,11011,https://images.gr-assets.com/books/1353691563m/5845.jpg
5849,27,5,6877,330487191,V.S. Naipaul,1961,A House For Mr. Biswas,3.82,13073,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5872,1908,5,5392,140236236,Pat Barker,1991,Regeneration,4.03,17126,https://images.gr-assets.com/books/1365925619m/5872.jpg
5890,1042,2,1064,141439610,"Wilkie Collins, Matthew Sweet",1859,The Woman In White,3.98,93134,https://images.gr-assets.com/books/1295661017m/5890.jpg
5907,10,4,7,618260307,J.R.R. Tolkien,1937,The Hobbit Or There And Back Again,4.25,2071616,https://images.gr-assets.com/books/1372847500m/5907.jpg
5932,310,4,2729,143039962,"Pablo Neruda, W.S. Merwin, Cristina García",1924,Veinte Poemas De Amor Y Una Canción Desesperada,4.33,31606,https://images.gr-assets.com/books/1447622711m/5932.jpg
5936,1072,4,6298,374529604,"Pablo Neruda, Ilan Stavans",1974,The Poetry Of Pablo Neruda,4.44,14596,https://images.gr-assets.com/books/1417605511m/5936.jpg
5942,385,4,9025,375724370,Michael Ondaatje,2000,Anil'S Ghost,3.54,11184,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5946,41,4,8452,679772669,Michael Ondaatje,1987,In The Skin Of A Lion,3.88,11289,https://images.gr-assets.com/books/1405864361m/5946.jpg
5954,49,2,3085,374506841,"Hermann Hesse, Ursule Molinaro",1930,Narziß Und Goldmund,4.19,25544,https://images.gr-assets.com/books/1374680750m/5954.jpg
6138,352,4,2026,375757856,"Wilkie Collins, Carolyn G. Heilbrun",1868,The Moonstone,3.9,50322,https://images.gr-assets.com/books/1403192382m/6138.jpg
6149,195,4,354,1400033411,Toni Morrison,1987,Beloved,3.77,233825,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6150,657,3,2190,074326195X,Alan Paton,1948,"Cry, The Beloved Country",3.87,47389,https://images.gr-assets.com/books/1344182368m/6150.jpg
6159,336,5,9533,802141900,Sherman Alexie,1995,Reservation Blues,3.98,9919,https://images.gr-assets.com/books/1398195783m/6159.jpg
6174,314,2,3349,684826801,"Primo Levi, Stuart J. Woolf, Philip Roth",1947,Se Questo È Un Uomo,4.28,25625,https://images.gr-assets.com/books/1414374949m/6174.jpg
6185,1673,4,63,393978893,"Emily Brontë, Richard J. Dunn",1847,Wuthering Heights,3.82,899195,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6192,794,2,1544,143036378,J.M. Coetzee,1999,Disgrace,3.83,50422,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6193,2944,5,8127,009947915X,J.M. Coetzee,1983,Life & Times Of Michael K.,3.85,10647,https://images.gr-assets.com/books/1327203650m/6193.jpg
6194,148,3,5700,140283358,J.M. Coetzee,1980,Waiting For The Barbarians,3.94,14830,https://images.gr-assets.com/books/1330879044m/6194.jpg
6259,180,2,1758,679776818,Sebastian Faulks,1993,Birdsong,4.07,49930,https://images.gr-assets.com/books/1349952101m/6259.jpg
6288,104,4,104,307265439,Cormac McCarthy,2006,The Road,3.95,504793,https://images.gr-assets.com/books/1439197219m/6288.jpg
6294,336,4,817,006441034X,Diana Wynne Jones,1986,Howl'S Moving Castle,4.3,123945,https://images.gr-assets.com/books/1407450489m/6294.jpg
6295,1849,4,1329,872863107,"Allen Ginsberg, William Carlos Williams",1956,Howl And Other Poems,4.14,71968,https://images.gr-assets.com/books/1327870926m/6295.jpg
6310,148,4,158,142403881,"Roald Dahl, Quentin Blake",1964,Charlie And The Chocolate Factory,4.1,453959,https://images.gr-assets.com/books/1309211401m/6310.jpg
6319,1474,3,373,141311371,"Roald Dahl, Quentin Blake",1982,The Bfg,4.22,245855,https://images.gr-assets.com/books/1327872673m/6319.jpg
6327,61,3,416,590032496,"Roald Dahl, Quentin Blake",1983,The Witches,4.17,221431,https://images.gr-assets.com/books/1351707720m/6327.jpg
6328,416,2,8857,142302260,"Roald Dahl, Quentin Blake",1982,Revolting Rhymes,4.13,12674,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6334,513,5,268,1400078776,Kazuo Ishiguro,2005,Never Let Me Go,3.8,294123,https://images.gr-assets.com/books/1353048590m/6334.jpg
6419,998,3,3025,312306342,Janet Evanovich,2007,Plum Lovin',3.7,43643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6420,1724,4,1811,312986343,Janet Evanovich,2002,Visions Of Sugar Plums,3.68,62726,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6422,1665,4,1067,312966970,Janet Evanovich,1998,Four To Score,4.17,106871,https://images.gr-assets.com/books/1311983211m/6422.jpg
6423,1750,4,1181,330371231,Janet Evanovich,1999,High Five,4.17,92737,https://images.gr-assets.com/books/1270849101m/6423.jpg
6424,6991,2,1226,312980140,Janet Evanovich,2001,Seven Up,4.15,94506,https://images.gr-assets.com/books/1311720512m/6424.jpg
6425,648,2,1232,312983867,"Janet Evanovich, Lorelei King",2002,Hard Eight,4.17,93057,https://images.gr-assets.com/books/1479699438m/6425.jpg
6426,1218,5,6132,60584033,Janet Evanovich,2006,Motor Mouth,3.66,20983,https://images.gr-assets.com/books/1479699584m/6426.jpg
6427,447,4,912,140255559,Janet Evanovich,1996,Two For The Dough,4.11,116171,https://images.gr-assets.com/books/1330926461m/6427.jpg
6440,710,1,1605,140436588,Walter Scott,1819,Ivanhoe,3.75,65828,https://images.gr-assets.com/books/1405336818m/6440.jpg
6462,1577,4,3572,1400032539,Joseph J. Ellis,2004,His Excellency: George Washington,3.9,27178,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6514,3465,5,178,61148512,Sylvia Plath,1963,The Bell Jar,3.98,401605,https://images.gr-assets.com/books/1473890514m/6514.jpg
6520,1142,5,2379,1594481954,James Frey,2005,My Friend Leonard,3.83,34996,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6526,1756,4,5282,399153934,Patricia Cornwell,2007,Book Of The Dead,3.63,20962,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6528,758,5,5007,425210278,Patricia Cornwell,2005,Predator,3.67,21668,https://images.gr-assets.com/books/1310552145m/6528.jpg
6530,430,2,4797,425204200,Patricia Cornwell,2004,Trace,3.76,23287,https://images.gr-assets.com/books/1310723816m/6530.jpg
6531,1355,3,2031,751530484,Patricia Cornwell,1998,Point Of Origin,4.02,48683,https://images.gr-assets.com/books/1399629118m/6531.jpg
6534,836,3,511,743477154,Patricia Cornwell,1990,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta,4.01,167379,https://images.gr-assets.com/books/1341835831m/6534.jpg
6537,1436,4,2745,425204693,Patricia Cornwell,1995,From Potter'S Field,4.02,41377,https://images.gr-assets.com/books/1309209800m/6537.jpg
6538,671,4,3443,425192733,Patricia Cornwell,2002,Portrait Of A Killer: Jack The Ripper - Case Closed,3.44,28506,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6539,1072,4,2074,425201449,Patricia Cornwell,1994,The Body Farm,4.04,51115,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6541,5058,5,3108,425213382,Patricia Cornwell,1996,Cause Of Death,3.93,35742,https://images.gr-assets.com/books/1327632787m/6541.jpg
6551,215,4,6615,142437298,"Saul Bellow, Philip Roth",1964,Herzog,3.79,14324,https://images.gr-assets.com/books/1386924221m/6551.jpg
6554,2213,3,5570,553297260,John Saul,1991,Darkness,3.92,17338,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6572,1022,5,4187,044018293X,John Saul,1977,Suffer The Children,3.9,24533,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6588,358,4,2737,446610224,James Patterson,2003,The Big Bad Wolf,3.97,37060,https://images.gr-assets.com/books/1388328154m/6588.jpg
6596,51,3,790,1878424505,Miguel Ruiz,1997,"The Four Agreements: A Practical Guide To Personal Freedom, A Toltec Wisdom Book",4.12,97016,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6613,173,5,4009,080213825X,Candace Bushnell,2000,Four Blondes,2.8,22278,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6614,5469,2,2546,786887079,Candace Bushnell,2005,Lipstick Jungle,3.39,35792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6628,193,5,4686,143037234,Jasper Fforde,2005,The Big Over Easy,3.92,24870,https://images.gr-assets.com/books/1432412758m/6628.jpg
6656,2872,5,1167,679433139,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",1308,La Divina Commedia,4.06,74130,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6667,1599,3,2620,141311401,"Roald Dahl, Quentin Blake",1984,Boy: Tales Of Childhood,4.09,38240,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6670,1420,2,6097,141311290,"Roald Dahl, Quentin Blake",1966,The Magic Finger (Young Puffin Developing Reader),3.66,19018,https://images.gr-assets.com/books/1434928966m/6670.jpg
6671,840,4,7266,037581423X,Roald Dahl,1977,The Wonderful Story Of Henry Sugar And Six More,4.15,13419,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6678,691,5,7103,141311428,"Roald Dahl, Quentin Blake",1986,Going Solo,4.04,14086,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6687,523,4,1938,142404128,"Roald Dahl, Quentin Blake",1972,"Charlie And The Great Glass Elevator: The Further Adventures Of Charlie Bucket And Willy Wonka, Chocolate-Maker Extraordinaire",3.64,62359,https://images.gr-assets.com/books/1309211607m/6687.jpg
6689,1941,3,335,375814248,"Roald Dahl, Quentin Blake",1961,James And The Giant Peach,3.99,270402,https://images.gr-assets.com/books/1320412586m/6689.jpg
6690,519,3,2741,375814256,"Roald Dahl, Quentin Blake",1975,Danny: The Champion Of The World,4.07,39802,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6693,975,4,1662,375822070,"Roald Dahl, Quentin Blake",1970,Fantastic Mr Fox,4.03,66015,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6694,1142,5,8192,140568190,"Roald Dahl, Quentin Blake",1985,The Giraffe And The Pelly And Me,3.8,14180,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6697,2885,3,3997,60759968,Rebecca Wells,1992,Little Altars Everywhere,3.55,25045,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6708,2418,4,744,1577314808,Eckhart Tolle,1997,The Power Of Now,4.1,104549,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6709,710,3,2694,1577311957,Eckhart Tolle,1999,"Practicing The Power Of Now: Essential Teachings, Meditations, And Exercises From The Power Of Now",4.25,29256,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6748,1510,4,3650,316925284,David Foster Wallace,1996,A Supposedly Fun Thing I'Ll Never Do Again: Essays And Arguments,4.28,23272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6749,8166,5,9630,316010766,David Foster Wallace,2004,Oblivion,4.07,9196,https://images.gr-assets.com/books/1311905400m/6749.jpg
6750,47,3,6475,142002429,David Foster Wallace,1987,The Broom Of The System,3.84,13011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6751,1339,4,3338,316156116,David Foster Wallace,2005,Consider The Lobster,4.25,26551,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6753,776,5,5076,034911188X,David Foster Wallace,1999,Brief Interviews With Hideous Men,3.88,15555,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6759,1332,4,1657,316921173,David Foster Wallace,1996,Infinite Jest,4.31,46742,https://images.gr-assets.com/books/1446876799m/6759.jpg
6819,5510,3,4828,375724508,David Mitchell,1999,Ghostwritten,4.06,17900,https://images.gr-assets.com/books/1320415093m/6819.jpg
6820,15,4,5947,812966929,David Mitchell,2001,Number9Dream,3.92,13726,https://images.gr-assets.com/books/1320540682m/6820.jpg
6853,2559,4,207,312362080,Janet Evanovich,1994,One For The Money,4.03,391007,https://images.gr-assets.com/books/1316730230m/6853.jpg
6854,854,3,996,312966091,Janet Evanovich,1997,Three To Get Deadly,4.14,113400,https://images.gr-assets.com/books/1311727539m/6854.jpg
6858,663,3,1151,312976275,Janet Evanovich,2000,Hot Six,4.18,99329,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6862,23,4,3141,385494246,Ian McEwan,1998,Amsterdam,3.41,30469,https://images.gr-assets.com/books/1403191209m/6862.jpg
6867,401,2,212,038572179X,Ian McEwan,2001,Atonement,3.88,347006,https://images.gr-assets.com/books/1320449708m/6867.jpg
6870,75,4,3412,99481243,Ian McEwan,1997,Enduring Love,3.62,26390,https://images.gr-assets.com/books/1313656531m/6870.jpg
6872,609,3,9961,679749845,Ian McEwan,1981,The Comfort Of Strangers,3.44,8843,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6882,965,4,2144,61120669,Henri Charrière,1969,Papillon,4.23,39073,https://images.gr-assets.com/books/1327865561m/6882.jpg
6900,2926,5,114,751529818,"Mitch Albom, Saulius Dagys",1997,Tuesdays With Morrie,4.06,556518,https://images.gr-assets.com/books/1423763749m/6900.jpg
6952,677,2,272,552995878,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,Como Agua Para Chocolate,3.94,263199,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6969,792,3,171,141439580,"Jane Austen, Fiona Stafford",1815,Emma,3.99,459826,https://images.gr-assets.com/books/1373627931m/6969.jpg
6976,846,3,1547,143036696,Sue Monk Kidd,2004,The Mermaid Chair,3.1,62760,https://images.gr-assets.com/books/1388259308m/6976.jpg
7035,2816,3,4027,1400031362,Alexander McCall Smith,2001,Morality For Beautiful Girls,3.97,29574,https://images.gr-assets.com/books/1379303019m/7035.jpg
7036,4136,4,4253,349117047,Alexander McCall Smith,2002,The Kalahari Typing School For Men,3.99,26837,https://images.gr-assets.com/books/1380393680m/7036.jpg
7039,379,5,3197,349116652,Alexander McCall Smith,2000,Tears Of The Giraffe,3.95,35205,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7053,766,4,5826,375422714,Alexander McCall Smith,2004,In The Company Of Cheerful Ladies,4.07,19839,https://images.gr-assets.com/books/1422951731m/7053.jpg
7058,4991,4,6336,375422730,Alexander McCall Smith,2007,The Good Husband Of Zebra Drive,4.06,18329,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7061,1402,3,501,1400034779,Alexander McCall Smith,1998,The No. 1 Ladies' Detective Agency,3.75,180320,https://images.gr-assets.com/books/1459953654m/7061.jpg
7062,1885,3,8329,375758232,Adam Gopnik,2000,Paris To The Moon,3.75,11065,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7069,3036,5,476,345915593,John Irving,1978,The World According To Garp,4.07,167106,https://images.gr-assets.com/books/1447234581m/7069.jpg
7073,4616,5,6322,345915623,John Irving,1994,A Son Of The Circus,3.61,14878,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7081,939,4,8294,765309416,John Scalzi,2006,The Android'S Dream,3.97,11476,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7082,279,4,360,345404475,"Philip K. Dick, Roger Zelazny",1968,Do Androids Dream Of Electric Sheep?,4.08,223828,https://images.gr-assets.com/books/1435458683m/7082.jpg
7126,606,4,103,140449264,"Alexandre Dumas, Robin Buss",1844,Le Comte De Monte-Cristo,4.21,555822,https://images.gr-assets.com/books/1309203605m/7126.jpg
7144,3126,4,177,143058142,"Fyodor Dostoyevsky, David McDuff",1866,Преступление И Наказание,4.18,380903,https://images.gr-assets.com/books/1382846449m/7144.jpg
7184,336,4,6842,192838431,"Alexandre Dumas, David Coward, Auguste Maquet",1845,Vingt Ans Après,4.01,14539,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7186,395,3,4746,192836382,"Alexandre Dumas fils, David Coward",1848,La Dame Aux Camélias,3.97,13562,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7190,1216,2,413,None,Alexandre Dumas,1844,Les Trois Mousquetaires,4.06,195274,https://images.gr-assets.com/books/1320436982m/7190.jpg
7194,7527,3,4232,9780156032830.0,"Arturo Pérez-Reverte, Sonia Soto",1993,El Club Dumas,3.82,24090,https://images.gr-assets.com/books/1327896341m/7194.jpg
7199,310,5,9516,60586370,Ann-Marie MacDonald,2003,The Way The Crow Flies,4.08,10227,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7201,161,3,6276,312997116,Jeffrey Archer,1990,As The Crow Flies,4.05,14415,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7214,694,2,1025,785263705,Donald Miller,2003,Blue Like Jazz: Nonreligious Thoughts On Christian Spirituality,3.92,82090,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7244,153,3,100,60786507,Barbara Kingsolver,1998,The Poisonwood Bible,4.02,546502,https://images.gr-assets.com/books/1412242487m/7244.jpg
7252,2485,2,9143,60539097,"Jenna Jameson, Neil Strauss",2004,How To Make Love Like A Porn Star: A Cautionary Tale,3.75,9531,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7329,90,5,4976,026110215X,"J.R.R. Tolkien, Christopher Tolkien",1980,Unfinished Tales Of Númenor And Middle-Earth,3.93,18402,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7332,535,5,611,618391118,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977,The Silmarillion,3.87,134106,https://images.gr-assets.com/books/1336502583m/7332.jpg
7354,613,3,919,743225422,Annie Proulx,1993,The Shipping News,3.83,103151,https://images.gr-assets.com/books/1469036074m/7354.jpg
7389,6505,5,6775,785113797,"Brian K. Vaughan, Adrian Alphona",2006,"Runaways, Vol. 1: Pride And Joy (Runaways, #1)",4.02,18111,https://images.gr-assets.com/books/1264516899m/7389.jpg
7432,873,3,6627,312426216,Jacqueline Winspear,2005,Pardonable Lies,4.09,17947,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7433,2689,3,9585,805078983,Jacqueline Winspear,2006,Messenger Of Truth,3.99,12454,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7437,3928,4,1571,802140181,"William S. Burroughs, James Grauerholz, Barry  Miles",1959,The Naked Lunch,3.46,55473,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7442,2653,4,1570,553380648,Tom Wolfe,1968,The Electric Kool-Aid Acid Test,3.92,54848,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7445,3438,4,81,074324754X,Jeannette Walls,2005,The Glass Castle,4.24,621099,https://images.gr-assets.com/books/1400930557m/7445.jpg
7455,1017,4,2340,446617687,Candace Bushnell,1996,Sex And The City,3.37,39710,https://images.gr-assets.com/books/1344270731m/7455.jpg
7493,425,5,3071,375705244,Joseph J. Ellis,2000,Founding Brothers: The Revolutionary Generation,3.92,31610,https://images.gr-assets.com/books/1388791106m/7493.jpg
7494,1048,4,674,446611085,James Patterson,2001,Suzanne'S Diary For Nicholas,4.16,121398,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7510,2926,5,1260,446612545,"James Patterson, Peter de Jonge",2002,The Beach House,3.82,68676,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7520,57,5,6672,141651631X,Brad Thor,2003,Path Of The Assassin,4.17,12652,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7531,3251,3,6829,375760911,Laurie Notaro,2002,The Idiot Girls' Action-Adventure Club: True Tales From A Magnificent And Clumsy Life,3.89,15198,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7572,280,3,2025,1842430246,Tom Robbins,1976,Even Cowgirls Get The Blues,3.74,40840,https://images.gr-assets.com/books/1336172455m/7572.jpg
7579,178,4,8296,767901576,Lama Surya Das,1997,Awakening The Buddha Within : Tibetan Wisdom For The Western World,4.18,9912,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7588,1839,3,959,142437344,"James Joyce, Seamus Deane",1916,A Portrait Of The Artist As A Young Man,3.6,92569,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7603,49,2,916,812971060,Azar Nafisi,2003,Reading Lolita In Tehran: A Memoir In Books,3.57,94696,https://images.gr-assets.com/books/1397751318m/7603.jpg
7604,14,3,121,None,"Vladimir Nabokov, Craig Raine",1955,Lolita,3.88,469836,https://images.gr-assets.com/books/1377756377m/7604.jpg
7613,671,4,14,452284244,George Orwell,1945,Animal Farm: A Fairy Story,3.87,1881700,https://images.gr-assets.com/books/1424037542m/7613.jpg
7624,3585,4,28,140283331,William Golding,1954,Lord Of The Flies,3.64,1605019,https://images.gr-assets.com/books/1327869409m/7624.jpg
7628,1243,4,6553,1551113813,"Ford Madox Ford, Kenneth Womack, William Baker",1915,The Good Soldier,3.72,14471,https://images.gr-assets.com/books/1389213508m/7628.jpg
7661,562,5,1677,60872985,Michael Crichton,2006,Next,3.48,53487,https://images.gr-assets.com/books/1358010468m/7661.jpg
7663,3230,3,6113,451210638,"Jeffery Hudson, Michael Crichton",1968,A Case Of Need,3.6,14109,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7667,31,2,1592,99556316,Michael Crichton,1996,Airframe,3.66,59229,https://images.gr-assets.com/books/1405420599m/7667.jpg
7668,52,4,2594,606298231,Michael Crichton,1992,Rising Sun,3.61,38179,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7669,217,4,575,99244721,Michael Crichton,1999,Timeline,3.83,148563,https://images.gr-assets.com/books/1405420745m/7669.jpg
7670,156,4,487,60541814,Michael Crichton,1969,The Andromeda Strain,3.87,173186,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7672,2163,4,660,60541830,Michael Crichton,1980,Congo,3.55,129811,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7673,1017,3,3797,60891564,Michael Crichton,1976,Eaters Of The Dead,3.64,24885,https://images.gr-assets.com/books/1388369310m/7673.jpg
7675,1665,4,1564,99303744,Michael Crichton,1994,Disclosure,3.76,57818,https://images.gr-assets.com/books/1398678136m/7675.jpg
7677,747,5,84,030734813X,Michael Crichton,1990,Jurassic Park,3.96,447833,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
