id,book_id,isbn,authors,original_publication_year,original_title,average_rating,ratings_count,image_url
8837,3760,142002054,Ian Fleming,1956,Diamonds Are Forever,3.59,10205,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8838,2978,60594527,James Hilton,1933,Lost Horizon,3.9,10907,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8839,23492288,,Caroline Kepnes,2016,Hidden Bodies,3.87,11777,https://images.gr-assets.com/books/1437414470m/23492288.jpg
8840,349929,142437271,"Nella Larsen, Ntozake Shange, Thadious M. Davis",1929,Passing,3.8,10544,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8841,47701,61238961,"Neil Gaiman, Michael Reaves",2007,Interworld,3.51,12419,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8842,23232,375836578,David Levithan,2004,The Realm Of Possibility,3.94,13390,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8843,428223,345495802,Harry Bernstein,2006,The Invisible Wall: A Love Story That Broke Barriers,4.07,9715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8844,7507908,1595143378,Brenna Yovanoff,2010,The Replacement,3.56,15945,https://images.gr-assets.com/books/1360176667m/7507908.jpg
8845,6713071,1439172951,"George Carlin, Tony Hendra",2009,Last Words,4.04,9246,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8846,8701960,375423729,James Gleick,2011,"The Information: A History, A Theory, A Flood",3.98,9874,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8847,96642,385333218,Homer Hickam,1998,Rocket Boys,4.18,8768,https://images.gr-assets.com/books/1320533768m/96642.jpg
8848,278102,440236924,Danielle Steel,1987,Kaleidoscope,3.88,11207,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8849,19001,743457927,John le Carré,1986,A Perfect Spy,3.99,10901,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8850,2049,394758269,Raymond Chandler,1942,The High Window,4.08,11080,https://images.gr-assets.com/books/1466754245m/2049.jpg
8851,15985372,425255700,Laurell K. Hamilton,2013,Affliction,4.01,13828,https://images.gr-assets.com/books/1350942756m/15985372.jpg
8852,12390650,,Kristen Ashley,2011,Wildest Dreams,4.19,19790,https://images.gr-assets.com/books/1327913321m/12390650.jpg
8853,168569,425157539,John Sandford,1996,Sudden Prey,4.15,12408,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8854,95602,842339523,Francine Rivers,1993,Mark Of The Lion Trilogy,4.76,9081,https://images.gr-assets.com/books/1349032180m/95602.jpg
8855,198863,753510995,Richard Branson,2006,"Screw It, Let'S Do It",3.93,7866,https://images.gr-assets.com/books/1312059228m/198863.jpg
8856,25052,64401510,"Betty MacDonald, Alexandra Boiger",1949,Mrs. Piggle-Wiggle'S Magic,4.17,11756,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8857,6328,142302260,"Roald Dahl, Quentin Blake",1982,Revolting Rhymes,4.13,12674,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8858,459386,312983603,Val McDermid,1995,The Mermaids Singing ,3.98,11562,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8859,121715,60653205,C.S. Lewis,1949,The Weight Of Glory,4.41,9835,https://images.gr-assets.com/books/1381283728m/121715.jpg
8860,114141,515122734,Nora Roberts,1997,Sanctuary,3.87,14219,https://images.gr-assets.com/books/1351342765m/114141.jpg
8861,241934,345454944,Robert Crais,1996,Sunset Express,4.17,10496,https://images.gr-assets.com/books/1344369358m/241934.jpg
8862,23355896,698193032,J.R. Ward,2015,The Bourbon Kings,3.87,11476,https://images.gr-assets.com/books/1414595442m/23355896.jpg
8863,296298,449214729,Alistair MacLean,1957,The Guns Of Navarone,4.12,11501,https://images.gr-assets.com/books/1381683551m/296298.jpg
8864,3762,142003255,Ian Fleming,1963,On Her Majesty'S Secret Service,3.94,11612,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8865,239509,671733419,Robin Norwood,1985,Women Who Love Too Much,3.98,7903,https://images.gr-assets.com/books/1173029153m/239509.jpg
8866,1251032,1423101952,Perry Moore,2007,Hero,3.88,13464,https://images.gr-assets.com/books/1311716594m/1251032.jpg
8867,41918,385265565,Alex Kotlowitz,1991,There Are No Children Here: The Story Of Two Boys Growing Up In The Other America,4.25,10312,https://images.gr-assets.com/books/1320394274m/41918.jpg
8868,16333,2310015,Agatha Christie,1965,At Bertram'S Hotel,3.7,14221,https://images.gr-assets.com/books/1375949033m/16333.jpg
8869,24465724,8143676,Kiera Cass,2015,Happily Ever After,4.22,15230,https://images.gr-assets.com/books/1427449095m/24465724.jpg
8870,119247,142400580,"John D. Fitzgerald, Mercer Mayer",1967,The Great Brain,4.16,13422,https://images.gr-assets.com/books/1311781413m/119247.jpg
8871,1891296,1846164257,Chris d'Lacey,2007,The Fire Eternal,3.99,11259,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8872,107773,743430336,Julie Garwood,2001,Mercy,4.11,14108,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8873,269795,749391685,Roddy Doyle,1987,The Commitments,3.95,11215,https://images.gr-assets.com/books/1173298169m/269795.jpg
8874,6855294,385526350,Chuck Palahniuk,2010,Tell-All,2.84,9733,https://images.gr-assets.com/books/1320495064m/6855294.jpg
8875,170529,689855532,Sonya Sones,2001,What My Mother Doesn'T Know,3.83,12388,https://images.gr-assets.com/books/1355585638m/170529.jpg
8876,6691426,670021474,Danielle Trussoni,2010,Angelology,3.41,12377,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8877,67657,375751114,"Paula H. Deen, John Berendt",1998,The Lady & Sons Savannah Country Cookbook,4.0,10026,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8878,23885,60751576,"Gabriel García Márquez, J.S. Bernstein",1961,El Coronel No Tiene Quién Le Escriba,3.86,10480,https://images.gr-assets.com/books/1410130190m/23885.jpg
8879,158141,671723227,Nicholas Pileggi,1985,Wiseguy: Life In A Mafia Family,4.14,8715,https://images.gr-assets.com/books/1223643389m/158141.jpg
8880,22420,1563897229,"Warren Ellis, Darick Robertson, Rodney Ramos, Patrick Stewart",2001,"Transmetropolitan, Vol. 5: Lonely City",4.4,10390,https://images.gr-assets.com/books/1374683445m/22420.jpg
8881,15762186,307959880,Kent Haruf,2013,Benediction,3.97,10214,https://images.gr-assets.com/books/1344619032m/15762186.jpg
8882,300905,9643113442,عباس معروفی,1989, سمفونی مردگان,4.08,6980,https://images.gr-assets.com/books/1333982726m/300905.jpg
8883,420739,671019708,Linda Howard,1995,After The Night,4.1,17345,https://images.gr-assets.com/books/1337053790m/420739.jpg
8884,6193923,230015913,Chelsea Cain,2009, Evil At Heart,4.03,10884,https://images.gr-assets.com/books/1328137862m/6193923.jpg
8885,22635858,62333003,Cynthia Swanson,2015,The Bookseller,3.66,9818,https://images.gr-assets.com/books/1421854932m/22635858.jpg
8886,925367,312965338,"Anatoli Boukreev, G. Weston DeWalt",1997,The Climb: Tragic Ambitions On Everest,3.89,9584,https://images.gr-assets.com/books/1311995989m/925367.jpg
8887,15810910,451465105,Django Wexler,2013,The Thousand Names,4.04,9926,https://images.gr-assets.com/books/1355441268m/15810910.jpg
8888,246546,1406501069,Louisa May Alcott,1869,An Old-Fashioned Girl,4.05,12818,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8889,23714544,,Jamie McGuire,2016,Beautiful Burn,4.11,11884,https://images.gr-assets.com/books/1452456357m/23714544.jpg
8890,836606,1591826047,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1999,フルーツバスケット 2,4.34,15859,https://images.gr-assets.com/books/1337807470m/836606.jpg
8891,51364,60859512,Bart D. Ehrman,2005,Misquoting Jesus: The Story Behind Who Changed The Bible And Why,3.91,10075,https://images.gr-assets.com/books/1407109431m/51364.jpg
8892,33288638,,Mariana Zapata,2016,Wait For It,4.22,18371,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8893,13658,044101125X,Ursula K. Le Guin,2001,The Other Wind,4.06,11325,https://images.gr-assets.com/books/1309285821m/13658.jpg
8894,6497645,739329189,"Steve Berry, Scott Brick",2009,The Paris Vendetta,3.9,11263,https://images.gr-assets.com/books/1320407237m/6497645.jpg
8895,22535533,62377183,Anthony Horowitz,2014,Moriarty,3.74,8376,https://images.gr-assets.com/books/1404412525m/22535533.jpg
8896,82397,198320043,"William Shakespeare, Roma Gill, Robert          Jackson",1595,The Tragedie Of King Richard The Second,3.76,10265,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8897,774060,380756277,Johanna Lindsey,1991,Prisoner Of My Desire ,4.06,13391,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8898,80631,743454154,Greg Iles,2005,Blood Memory,4.09,10938,https://images.gr-assets.com/books/1327877256m/80631.jpg
8899,119239,140424504,"George Gordon Byron, Peter J. Manning, Susan J. Wolfson",1848,Selected Poems,4.05,10630,https://images.gr-assets.com/books/1411634706m/119239.jpg
8900,18089975,62083392,Laura Lippman,2014,After I'M Gone,3.61,10905,https://images.gr-assets.com/books/1383274696m/18089975.jpg
8901,3925836,297853260,Jennifer Worth,2005,Shadows Of The Workhouse: The Drama Of Life In Postwar London,4.12,8094,https://images.gr-assets.com/books/1328216841m/3925836.jpg
8902,47780,159448144X,"Anna Gavalda, Alison Anderson",2004,"Ensemble, C'Est Tout",4.1,7318,https://images.gr-assets.com/books/1327865734m/47780.jpg
8903,762462,743200403,"Peter Lynch, John Rothchild",1988,One Up On Wall Street : How To Use What You Already Know To Make Money In The Market,4.12,10563,https://images.gr-assets.com/books/1444850522m/762462.jpg
8904,422452,1857230310,Iain M. Banks,1993,Against A Dark Background,4.09,10679,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8905,7897620,1400065933,Fannie Flagg,2010,I Still Dream About You,3.55,11230,https://images.gr-assets.com/books/1320471793m/7897620.jpg
8906,2677,486287599,Jonathan Swift,1729,A Modest Proposal And Other Satirical Works,4.04,12499,https://images.gr-assets.com/books/1264316062m/2677.jpg
8907,60551,679723005,Alan W. Watts,1966,The Book On The Taboo Against Knowing Who You Are,4.28,9811,https://images.gr-assets.com/books/1403166178m/60551.jpg
8908,85679,155970361X,"Bertolt Brecht, David Hare",1941,Mutter Courage Und Ihre Kinder,3.66,9705,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8909,10357792,62076116,Jeaniene Frost,2014,Up From The Grave ,4.28,19059,https://images.gr-assets.com/books/1367085937m/10357792.jpg
8910,1210754,1599901099,Jessica Day George,2008,"Sun And Moon, Ice And Snow",3.97,17095,https://images.gr-assets.com/books/1317065700m/1210754.jpg
8911,17570538,,Brent Weeks,2016,The Blood Mirror,4.29,4528,https://images.gr-assets.com/books/1458663265m/17570538.jpg
8912,7203669,1439166641,Nic Pizzolatto,2004,Galveston,3.72,7601,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8913,12065943,61953385,"Mac Barnett, Jon Klassen",2012,Extra Yarn (E. B. White Read-Aloud Award. Picture Books),4.07,12679,https://images.gr-assets.com/books/1424982446m/12065943.jpg
8914,10306358,547576722,Justin Torres,2011,We The Animals,3.61,10616,https://images.gr-assets.com/books/1327900720m/10306358.jpg
8915,2067,067003472X,Daniel C. Dennett,2006,Breaking The Spell: Religion As A Natural Phenomenon,3.89,8381,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8916,765427,140422072,"Edmund Spenser, Thomas P. Roche, C. Patrick O'Donnell",1590,The Faerie Queene,3.55,13239,https://images.gr-assets.com/books/1328308492m/765427.jpg
8917,8142508,1414334095,Francine Rivers,2010,Her Daughter'S Dream,4.34,10703,https://images.gr-assets.com/books/1276207024m/8142508.jpg
8918,15752757,9781301895620.0,Kristen Ashley,2013,"Rock Chick Revolution (Rock Chick, #8)",4.46,19965,https://images.gr-assets.com/books/1373384839m/15752757.jpg
8919,17225311,62280562,Alissa Nutting,2013,Tampa,3.34,9662,https://images.gr-assets.com/books/1393784199m/17225311.jpg
8920,25148,671027638,Arthur Nersesian,1997,The Fuck-Up,3.56,8980,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8921,105744,976165910,Steve Alten,1997,Meg: A Novel Of Deep Terror,3.76,9946,https://images.gr-assets.com/books/1407870638m/105744.jpg
8922,289695,803731558,Frank Beddor,2007,Seeing Redd,3.85,14540,https://images.gr-assets.com/books/1354846350m/289695.jpg
8923,126583,375719202,John O'Hara,1933,Appointment In Samarra,3.83,10663,https://images.gr-assets.com/books/1320446769m/126583.jpg
8924,833550,067088278X,"Janet Ahlberg, Allan Ahlberg",1978,Each Peach Pear Plum,4.24,12747,https://images.gr-assets.com/books/1367225641m/833550.jpg
8925,17255186,988262592,"Gene Kim, Kevin Behr, George Spafford",2013,"The Phoenix Project: A Novel About It, Devops, And Helping Your Business Win",4.24,7311,https://images.gr-assets.com/books/1361113128m/17255186.jpg
8926,17287009,1250038820,Brandon Stanton,2013,Humans Of New York,4.5,12614,https://images.gr-assets.com/books/1384184910m/17287009.jpg
8927,10508526,547548109,"Chris Van Allsburg, Lois Lowry, Kate DiCamillo, M.T. Anderson, Louis Sachar, Stephen King, Tabitha King, Jon Scieszka, Sherman Alexie, Gregory Maguire, Cory Doctorow, Jules Feiffer, Linda Sue Park, Walter Dean Myers, Lemony Snicket",2011,The Chronicles Of Harris Burdick: 14 Amazing Authors Tell The Tales,3.91,13207,https://images.gr-assets.com/books/1327949098m/10508526.jpg
8928,47304,038549422X,"Erin Gruwell, Zlata Filipović, The Freedom Writers",1999,The Freedom Writers Diary: How A Teacher And 150 Teens Used Writing To Change Themselves And The World Around Them,4.09,10567,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8929,2120783,039306235X,Fareed Zakaria,2008,The Post-American World 2.0,3.86,8753,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8930,1823,743233212,Jon Ronson,2001,Them: Adventures With Extremists,3.94,9081,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8931,15161,1596912510,"Susanna Clarke, Charles Vess",2006,The Ladies Of Grace Adieu And Other Stories,3.85,12150,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8932,8281069,1440503257,Dinah Bucholz,2010,The Unofficial Harry Potter Cookbook: From Cauldron Cakes To Knickerbocker Glory--More Than 150 Magical Recipes For Wizards And Non-Wizards Alike (Unofficial Cookbook),4.1,10643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8933,22609522,147675571X,Bill Browder,2014,"Red Notice: A True Story Of High Finance, Murder, And One Man’S Fight For Justice",4.39,8729,https://images.gr-assets.com/books/1422848658m/22609522.jpg
8934,621,767923820,David Bach,2003,The Automatic Millionaire: A Powerful One-Step Plan To Live And Finish Rich,3.9,10091,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8935,9415951,316094617,Cat Patrick,2011,Forgotten,3.79,14045,https://images.gr-assets.com/books/1327916264m/9415951.jpg
8936,13153693,385529988,Jill Leovy,2015,Ghettoside: A True Story Of Murder In America,4.12,8969,https://images.gr-assets.com/books/1417410395m/13153693.jpg
8937,227570,1857933362,"Terry Jones, Brian Froud",1994,Lady Cottington'S Pressed Fairy Book,3.99,11518,https://images.gr-assets.com/books/1408938052m/227570.jpg
8938,18404248,1250034604,Chevy Stevens,2014,That Night,3.92,11318,https://images.gr-assets.com/books/1382569155m/18404248.jpg
8939,1331653,753821788,Paul Torday,2006,Salmon Fishing In The Yemen,3.51,9299,https://images.gr-assets.com/books/1347617111m/1331653.jpg
8940,392563,374249393,Alex  Ross,2007,The Rest Is Noise: Listening To The Twentieth Century,4.08,9316,https://images.gr-assets.com/books/1311973474m/392563.jpg
8941,10801027,1230000005500.0,Katie Klein,2011,Cross My Heart,3.92,17479,https://images.gr-assets.com/books/1327886049m/10801027.jpg
8942,9403947,1599908441,Trish Doller,2012,Something Like Normal,3.81,15206,https://images.gr-assets.com/books/1336837143m/9403947.jpg
8943,18213403,162779073X,Glenn Greenwald,2014,"No Place To Hide: Edward Snowden, The Nsa, And The U.S. Surveillance State",4.08,8366,https://images.gr-assets.com/books/1383352779m/18213403.jpg
8944,40293,812508645,Orson Scott Card,1996,Pastwatch: The Redemption Of Christopher Columbus,3.96,11922,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8945,32529,752848267,Lisa Gardner,2001,The Next Accident,4.16,11261,https://images.gr-assets.com/books/1348816896m/32529.jpg
8946,46292,9646534783,Hafez,1380,دیوان‎‎ [Dīvān],4.63,2773,https://images.gr-assets.com/books/1327770153m/46292.jpg
8947,98250,915297019,John L. Parker Jr.,1978,Once A Runner,4.05,8106,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8948,8879121,1596434465,Ben Hatke,2011,Zita The Spacegirl,4.04,10832,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8949,32812,140441050,"Dante Alighieri, Dorothy L. Sayers, Barbara Reynolds",1320,Paradiso,3.94,9701,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8950,72148,747589372,William  Boyd,2006,Restless,3.84,9308,https://images.gr-assets.com/books/1330951946m/72148.jpg
8951,633270,140376410,Nancy Farmer,1994,"The Ear, The Eye, And The Arm",3.85,12389,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8952,11784281,,"Amy Lichtenhan, A.L. Jackson",2011,Pulled,4.06,19241,https://images.gr-assets.com/books/1347389725m/11784281.jpg
8953,125542,439568455,R.L. Stine,1992,Stay Out Of The Basement,3.64,11685,https://images.gr-assets.com/books/1328867797m/125542.jpg
8954,28240855,,Kathryn Croft,2016,The Girl You Lost,3.89,11760,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8955,18071296,,Belle Aurora,2013,Willing Captive,4.11,18854,https://images.gr-assets.com/books/1371600310m/18071296.jpg
8956,125540,439568412,R.L. Stine,1994,One Day At Horrorland,3.87,11534,https://images.gr-assets.com/books/1328867794m/125540.jpg
8957,6055063,767928881,David Lebovitz,2009,The Sweet Life In Paris: A Recipe For Living In The World'S Most Delicious City,3.85,9754,https://images.gr-assets.com/books/1320533633m/6055063.jpg
8958,17331828,373211392,Julie Kagawa,2014,Talon,3.77,15818,https://images.gr-assets.com/books/1397581124m/17331828.jpg
8959,24473763,,Grace Draven,2014,Radiance,4.12,13105,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8960,12878667,385535775,Mark Haddon,2012,The Red House,2.93,10621,https://images.gr-assets.com/books/1333578268m/12878667.jpg
8961,116356,345418425,"Larry Niven, Jerry Pournelle",1985,Footfall,3.89,11054,https://images.gr-assets.com/books/1320440216m/116356.jpg
8962,7818881,525422242,Heather Brewer,2010,Twelfth Grade Kills,4.36,13282,https://images.gr-assets.com/books/1268256304m/7818881.jpg
8963,149621,6161413,Alistair MacLean,1963,Ice Station Zebra,3.95,12689,https://images.gr-assets.com/books/1364039405m/149621.jpg
8964,4059448,1400064996,Ronald C. White Jr.,2009,A. Lincoln: A Biography,4.22,8890,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8965,58033,451527291,"William Shakespeare, Sylvan Barnet, Alvin Kernan, Russell Fraser",1982,"Four Great Tragedies: Hamlet, Othello, King Lear, Macbeth (Signet Classics)",4.41,12700,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8966,373606,749935081,Susan Elizabeth Phillips,2004,Ain'T She Sweet?,4.05,15890,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8967,21795430,1455559318,Jodi Ellen Malpas,2014,"Promised (One Night, #1)",4.14,16727,https://images.gr-assets.com/books/1398092254m/21795430.jpg
8968,1931915,61134104,Neal Shusterman,2010,Bruiser,4.04,12499,https://images.gr-assets.com/books/1318261800m/1931915.jpg
8969,331701,043933909X,Jon J. Muth,2003,Stone Soup,4.15,12956,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8970,61915,9781886778540.0,Lois McMaster Bujold,1987,Falling Free,3.82,12258,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8971,21873331,147515025,Gayle Forman,2014,"If I Stay Collection (If I Stay, #1-2)",4.24,7823,https://images.gr-assets.com/books/1441837844m/21873331.jpg
8972,93808,743296788,Jeffery Deaver,2006,The Cold Moon,4.05,11231,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8973,9865,009959241X,Salman Rushdie,1995,The Moor'S Last Sigh,3.92,9459,https://images.gr-assets.com/books/1359386233m/9865.jpg
8974,8584913,61732370,Gayle Tzemach Lemmon,2011,"The Dressmaker Of Khair Khana: Five Sisters, One Remarkable Family, And The Woman Who Risked Everything To Keep Them Safe",3.69,10365,https://images.gr-assets.com/books/1279213493m/8584913.jpg
8975,45760,393313964,David Foster Wallace,1988,Girl With Curious Hair,3.89,5434,https://images.gr-assets.com/books/1350027419m/45760.jpg
8976,39664,896214400,Stephen King,1982,The Shawshank Redemption,4.52,11499,https://images.gr-assets.com/books/1315100686m/39664.jpg
8977,8570787,141659907X,A.J. Jacobs,2012,Drop Dead Healthy: One Man'S Humble Quest For Bodily Perfection,3.75,10831,https://images.gr-assets.com/books/1344398815m/8570787.jpg
8978,121792,1417642122,Bill Watterson,1991,The Revenge Of The Baby-Sat: A Calvin And Hobbes Collection,4.71,11503,https://images.gr-assets.com/books/1384734025m/121792.jpg
8979,162823,1904633684,Arthur Conan Doyle,1927,The Case-Book Of Sherlock Holmes,4.2,11535,https://images.gr-assets.com/books/1316863480m/162823.jpg
8980,2508164,316113573,Tonya Hurley,2008,Ghostgirl,3.28,13779,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8981,18143968,147674906X,"Mary Higgins Clark, Alafair Burke",2014,I'Ve Got You Under My Skin,3.75,8882,https://images.gr-assets.com/books/1397768065m/18143968.jpg
8982,2147714,1401216862,"Bill Willingham, Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy",2008,"Fables, Volume 10: The Good Prince",4.37,13566,https://images.gr-assets.com/books/1375393788m/2147714.jpg
8983,1268348,385518684,Barbara Delinsky,2008,The Secret Between Us,3.71,12168,https://images.gr-assets.com/books/1320407845m/1268348.jpg
8984,981161,446359688,"Larry Bond, Patrick Larkin",1989,Red Phoenix,3.98,10098,https://images.gr-assets.com/books/1298859399m/981161.jpg
8985,6678884,055380717X,Linwood Barclay,2010,Never Look Away,3.99,10893,https://images.gr-assets.com/books/1320510305m/6678884.jpg
8986,2983562,553807137,Dean Koontz,2008,Your Heart Belongs To Me,3.34,12456,https://images.gr-assets.com/books/1320422724m/2983562.jpg
8987,32428,425136981,"Leigh Nichols, Dean Koontz",1987,Shadow Fires,3.77,9490,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8988,891593,7256752,Naomi Novik,2008,"Victory Of Eagles (Temeraire, #5)",4.01,11444,https://images.gr-assets.com/books/1327942237m/891593.jpg
8989,300044,552548928,Malorie Blackman,2003,"Knife Edge (Noughts And Crosses, #2)",4.06,11696,https://images.gr-assets.com/books/1364405912m/300044.jpg
8990,15818164,006199104X,"James Rollins, Rebecca Cantrell",2013,The Blood Gospel: The Order Of The Sanguines Series,3.97,10424,https://images.gr-assets.com/books/1357605320m/15818164.jpg
8991,18110808,,Tijan,2013,"Fallen Crest Public (Fallen Crest High, #3)",4.47,15319,https://images.gr-assets.com/books/1383257344m/18110808.jpg
8992,109520,60817321,Josh Kilmer-Purcell,2006,I Am Not Myself These Days,3.96,9963,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8993,9757266,144241314X,Lauren Barnholdt,2011,Sometimes It Happens,3.85,11911,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8994,13030356,1439102430,Kathy Reichs,2012,Bones Are Forever,3.86,12132,https://images.gr-assets.com/books/1333675935m/13030356.jpg
8995,8087,441012396,Robin McKinley,1993,Deerskin,3.88,15982,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8996,4339,679735259,Michael Herr,1977,Dispatches,4.24,10383,https://images.gr-assets.com/books/1343099128m/4339.jpg
8997,8755555,307593495,"Henning Mankell, Laurie Thompson",2009,Handen,3.98,9252,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8998,292740,2266071289,Lorenzo Carcaterra,1995,Sleepers,4.18,9560,https://images.gr-assets.com/books/1327871596m/292740.jpg
8999,2474084,674024451,"Walter Benjamin, Michael W. Jennings, Brigid Doherty, Edmund F.N. Jephcott, Rodney Livingstone, Howard Eiland, Thomas Y. Levin",1936,Das Kunstwerk Im Zeitalter Seiner Technischen Reproduzierbarkeit,4.05,9875,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9000,43357,743484339,Mary Higgins Clark,1997,Pretend You Don'T See Her,3.86,12508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9001,6922622,61939897,"Sarah Palin, Lynn Vincent, Dewey Whetsell",2009,Going Rogue: An American Life,3.28,10392,https://images.gr-assets.com/books/1380033996m/6922622.jpg
9002,402017,761117199,"Anne Byrn, Anthony Loew",1999,The Cake Mix Doctor,3.95,9660,https://images.gr-assets.com/books/1404582048m/402017.jpg
9003,6457229,1416984488,Rick Yancey,2009,The Monstrumologist,3.89,12547,https://images.gr-assets.com/books/1307409930m/6457229.jpg
9004,86524,679729453,Robert A. Caro,1982,The Path To Power,4.42,10779,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9005,24903919,006232540X,Patricia Cornwell,2015,Depraved Heart,3.58,6609,https://images.gr-assets.com/books/1439833245m/24903919.jpg
9006,116236,826328091,Forrest Carter,1976,The Education Of Little Tree,4.09,10632,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
